"Rtalias"	"``"	"From"	"F_F"	"F_L"	"To"	"T_F"	"T_L"	"AM"	"NOON"	"PM"	"Schedule"	"Primary"			
"3450"	345	"Santosh Nagar Extn"	6.30	23.35	"P.Thakre Nagar Bus Station"	5.40	22.35	13	15	15	"Sun-Hol"	4			
"3460"	346	"Goregaon Bus Station(E)"	4.45	1.50	"N.N.P.Zone No.1&2"	4.30	1.30	6	7	7	"Mon-Sat"	2			
"3460"	346	"Goregaon Bus Station(E)"	18.05	22.00	"Shivshahi Prakalp"	18.30	22.17				"Mon-Sat"	2			
"3460"	346	"Goregaon Bus Station(E)"	5.05	1.50	"N.N.P.Zone No.1&2"	4.50	1.27	10	8	8	"Sun-Hol"	4			
"3460"	346	"Goregaon Bus Station(E)"	17.55	22.10	"Shivshahi Prakalp"	18.23	22.32				"Sun-Hol"	4			
"3474"	"347R"	"Goregaon Bus Station(E)"	6.20	23.05	"Gokuldham Extn"	6.00	23.25	7	11	8	"Mon-Sat"	2			
"3474"	"347R"	"Goregaon Bus Station(E)"	6.20	23.10	"Gokuldham Extn"	6.00	23.30	11	12	13	"Holiday"	4			
"3474"	"347R"	"Goregaon Bus Station(E)"	6.20	23.05	"Gokuldham Extn"	6.00	23.25	15	14	17	"Sunday"	4			
"3481"	"348Ltd"	"Chunabhatti"	6.10	9.07	"Dahisar Bus Stn"	7.05	10.57	10	10	10	"Mon-Fri-Hol"	2			
"3481"	"348Ltd"	"Chunabhatti"	6.25	22.00	"Borivli Stn(E)"	5.00	20.10				"Mon-Fri-Hol"	2			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	5.33	5.57	"Dahisar Bus Stn"						"Mon-Fri-Hol"	2			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	4.00	23.35	"Borivli Stn(E)"	20.22	24.55				"Mon-Fri-Hol"	2			
"3481"	"348Ltd"	"Chunabhatti"	6.15	8.58	"Dahisar Bus Stn"	7.05	10.57	10	12	11	"Saturday"	3			
"3481"	"348Ltd"	"Chunabhatti"	7.45	22.00	"Borivli Stn(E)"	5.00	22.17				"Saturday"	3			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	5.45	6.00	"Dahisar Bus Stn"						"Saturday"	3			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	4.00	23.35	"Borivli Stn(E)"	20.29	0.55				"Saturday"	3			
"3481"	"348Ltd"	"Chunabhatti"	6.29	8.52	"Dahisar Bus Stn"	7.02	10.50	11	12	12	"Sunday"	4			
"3481"	"348Ltd"	"Chunabhatti"	6.15	22.00	"Borivli Stn(E)"	5.00	20.11				"Sunday"	4			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	5.40	6.05	"Dahisar Bus Stn"	" "					"Sunday"	4			
"3481"	"348Ltd"	"Rani Laxmi Chowk"	4.00	23.35	"Borivli Stn(E)"	20.24	0.55				"Sunday"	4			
"3490"	349	"Kurla Station(W)"	5.40	21.45	"Santosh Nagar Extn"	4.30	20.05	20	24	24	"Mon-Sat"	2			
"3490"	349	"Kurla Station(W)"	5.40	21.40	"Santosh Nagar Extn"	4.30	20.00	21	25	23	"Sun-Hol"	4			
"3500"	350	"Shivaji Nagar Bus Station"	6.10	0.20	"Kurla Station(E)"	6.40	0.40	8	5	5	"All Days"	1			
"3510"	351	"Mumbai Central Depot"	5.05	22.30	"TATA Power Station"	6.10	23.50	11	15	16	"Mon-Fri"	2			
"3510"	351	"Mumbai Central Depot"	5.05	22.30	"TATA Power Station"	6.10	23.50	14	19	14	"Saturday"	3			
"3510"	351	"Mumbai Central Depot"	5.05	22.30	"TATA Power Station"	6.10	23.50	20	16	18	"Sunday"	4			
"3510"	351	"Mumbai Central Depot"	5.05	22.30	"TATA Power Station"	6.10	23.50	21	20	20	"Holiday"	4			
"3520"	352	"Trombay"	5.10	0.20	"Rani Laxmi Chowk"	5.00	0.55	14	18	17	"Mon-Sat"	2			
"3520"	352	"Trombay"	6.02	0.15	"Rani Laxmi Chowk"	5.30	0.55	12	9	12	"Sun-Hol"	4			
"3530"	353	"Wadala Depot"	5.15	21.20	"Tagore Nagar No.5"	6.05	22.20	18	25	21	"Mon-Sat"	2			
"3530"	353	"Wadala Depot"	5.35	21.25	"Tagore Nagar No.5"	6.20	22.20	23	20	25	"Sun-Hol"	4			
"3540"	354	"R.G.Gadkari Chowk"	6.20	24.00	"Kannamwar Nagar No.2"	5.30	23.05	24	27	25	"Mon-Sat"	2			
"3540"	354	"R.G.Gadkari Chowk"	6.40	24.00	"Kannamwar Nagar No.2"	5.45	23.00	24	23	24	"Sun-Hol"	4			
"3551"	"355Ltd"	"Trombay"	6.25	21.30	"Seven Bungalow"	7.25	21.35	18	20	22	"Mon-Sat"	2			
"3551"	"355Ltd"	"Deonar Depot"	12.33	20.01	"Seven Bungalow"	19.45	23.10				"Mon-Sat"	2			
"3551"	"355Ltd"	"Deonar Depot"	6.00	6.50	"Yari Road Bus Station"	22.15	23.30				"Mon-Sat"	2			
"3551"	"355Ltd"	"Trombay"	20.23	21.55	"Yari Road Bus Station"	7.05	8.05				"Mon-Sat"	2			
"3551"	"355Ltd"	"Trombay"	20.38	21.50	"Yari Road Bus Station"	7.05	8.18	19	21	17	"Sun-Hol"	4			
"3551"	"355Ltd"	"Trombay"	6.15	21.32	"Seven Bungalow"	7.28	21.30				"Sun-Hol"	4			
"3551"	"355Ltd"	"Deonar Depot"	6.00	7.08	"Yari Road Bus Station"	22.20	23.25				"Sun-Hol"	4			
"3551"	"355Ltd"	"Trombay"	17.40	18.55	"Juhu Beach"	19.15	20.30		25	25	"Sunday"	4			
"3561"	"356Ltd"	"TATA Power Station"	7.00	11.45	"Santacruz Depot"	6.00	10.05	14	15	19	"Mon-Sat"	2			
"3561"	"356Ltd"	"TATA Power Station"	16.04	21.30	"Santacruz Depot"	14.35	19.28				"Mon-Sat"	2			
"3561"	"356Ltd"	"TATA Power Station"	0.05		"Santacruz Depot"	23.05					"Mon-Sat"	2			
"3561"	"356Ltd"	"Refineries"	12.13	15.46	"Santacruz Depot"	10.26	14.17				"Mon-Sat"	2			
"3561"	"356Ltd"	"Refineries"	21.30	23.45	"Santacruz Depot"	19.46	22.45	26	22	21	"Mon-Sat"	2			
"3561"	"356Ltd"	"TATA Power Station"	7.10	11.04	"Santacruz Depot"	6.10	9.59	24	20	25	"Sun-Hol"	4			
"3561"	"356Ltd"	"TATA Power Station"	15.40	21.05	"Santacruz Depot"	14.32	19.50				"Sun-Hol"	4			
"3561"	"356Ltd"	"TATA Power Station"	0.05		"Santacruz Depot"	23.10					"Sun-Hol"	4			
"3561"	"356Ltd"	"Refineries"	11.30	15.15	"Santacruz Depot"	10.25	14.10				"Sun-Hol"	4			
"3561"	"356Ltd"	"Refineries"	21.27	23.38	"Santacruz Depot"	20.15	22.40				"Sun-Hol"	4			
"3570"	357	"Mumbai Central Depot"	6.25	23.35	"Shivaji Nagar Bus Station"	5.10	21.55	10	12	13	"Mon-Sat"	2			
"3570"	357	"Com.P.K.Kurne Chowk"	13.00	16.18	"Shivaji Nagar Bus Station"	11.40	14.58				"Mon-Sat"	2			
"3570"	357	"Vasantarao Naik Chowk"	23.50	24.05	"Shivaji Nagar Bus Station"	22.13	22.30				"Mon-Sat"	2			
"3570"	357	"Mumbai Central Depot"	6.50	23.33	"Shivaji Nagar Bus Station"	5.30	21.50	12	12	14	"Holiday"	4			
"3570"	357	"Mumbai Central Depot"	6.50	23.35	"Shivaji Nagar Bus Station"	5.30	21.50	11	12	12	"Sunday"	4			
"3591"	"359Ltd"	"Saki Naka"	7.15	22.30	"Malvani Depot"	6.10	21.00	15	18	15	"Mon-Sat"	2			
"3591"	"359Ltd"	"Saki Naka"	7.35	22.30	"Malvani Depot"	6.30	21.00	15	18	15	"Sunday"	4			
"3591"	"359Ltd"	"Saki Naka"	7.35	22.30	"Malvani Depot"	6.30	21.00	16	14	13	"Holiday"	4			
"3600"	360	"Trombay"	6.25	23.45	"Kurla Station(E)"	5.50	23.00	13	19	14	"Mon-Sat"	2			
"3600"	360	"Trombay"	6.25	23.35	"Kurla Station(E)"	5.50	22.55	12	22	16	"Sun-Hol"	4			
"3610"	361	"Mahul Village"	5.00	0.20	"Kurla Station(E)"	5.00	0.55	5	8	7	"Mon-Sat"	2			
"3610"	361	"Mahul Village"	0.35	1.22	"Umarshi Bappa Chowk"	" "	4.50				"Mon-Sat"	2			
"3610"	361	"Mahul Village"	5.00	0.20	"Kurla Station(E)"	5.00	24.55	10	12	13	"Sun-Hol"	4			
"3610"	361	"Mahul Village"	0.35	1.22	"Umarshi Bappa Chowk"	" "	4.50				"Sun-Hol"	4			
"3620"	362	"Dr.Ambedkar Udyan"	5.45	24.00	"Kurla Station(E)"	5.20	23.30	9	12	12	"Mon-Fri"	2			
"3620"	362	"Deonar Depot"	" "	0.47	"Kurla Station(E)"	23.55	0.30				"Mon-Fri"	2			
"3620"	362	"Dr.Ambedkar Udyan"	5.45	24.00	"Kurla Station(E)"	5.20	23.32	11	13	14	"Saturday"	3			
"3620"	362	"Deonar Depot"		0.47	"Kurla Station(E)"	23.55	24.30				"Saturday"	3			
"3620"	362	"Dr.Ambedkar Udyan"	5.45	0.40	"Kurla Station(E)"	5.20	0.10	13	16	13	"Sun-Hol"	4			
"3620"	362	"Deonar Depot"			"Kurla Station(E)"	0.30	" "				"Sun-Hol"	4			
"3630"	363	"Anik Depot"	5.45	21.00	"Mahul Village"	6.30	22.00	23	27	27	"Mon-Sat"	2			
"3630"	363	"Wadala Truck Terminal"	9.11	19.37	"Mahul Village"	8.03	19.47	27	28	27	"Mon-Sat"	2			
"3630"	363	"Anik Depot"	5.45	20.45	"Mahul Village"	6.30	21.50	23	23	23	"Sun-Hol"	4			
"3640"	364	"Trombay"	6.05	21.08	"Mahul Village"	6.15	22.05	16	20	18	"Mon-Sat"	2			
"3640"	364	"Trombay"	6.05	21.05	"Mahul Village"	6.15	22.00	40	40	42	"Sun-Hol"	4			
"3650"	365	"Kurla Station(W)"	5.50	22.00	"Sahar Cargo Complex"	6.35	22.45	25	31	25	"Mon-Sat-Hol"	2			
"3650"	365	"Kurla Station(W)"	5.50	22.05	"Sahar Cargo Complex"	6.35	22.50	24	21	23	"Sunday"	4			
"3660"	366	"Shivaji Nagar Terminus"	6.30	23.00	"Kurla Station(E)"	7.00	23.30	25	27	26	"Mon-Sat"	2			
"3660"	366	"Shivaji Nagar Terminus"	7.55	23.00	"Kurla Station(E)"	8.25	23.28	34	24	18	"Sun-Hol"	4			
"3670"	367	"Gadkari Quarry"	5.30	0.15	"Kurla Station(E)"	6.00	23.45	10	12	16	"Mon-Fri"	2			
"3670"	367	"Gadkari Quarry"	5.30	0.15	"Kurla Station(E)"	6.00	23.45	12	14	16	"Sat-Sun-Hol"	3			
"3681"	"368Ltd"	"P.Thakre Udyan"	6.50	23.55	"Mulund Depot"	5.23	22.30	21	27	23	"Mon-Sat"	2			
"3681"	"368Ltd"	"P.Thakre Udyan"	6.50	23.55	"Mulund Depot"	5.30	22.30	24	26	18	"Sun-Hol"	4			
"3690"	369	"Kurla Station(E)"	5.25	1.00	"S.R.A.(Vashi Naka)"	5.00	24.38	7	11	8	"Mon-Sat"	2			
"3690"	369	"Chembur Colony"	6.05	21.00	"S.R.A.(Vashi Naka)"	6.15	21.13	15	15	15	"Mon-Sat"	2			
"3690"	369	"Kurla Station(E)"	5.25	1.00	"S.R.A.(Vashi Naka)"	5.00	24.35	11	15	10	"Sun-Hol"	4			
"3700"	370	"MHADA Bus Station(Mulund-E)"	6.00	12.35	"Kelkar College"	6.14	12.54	40		42	"Mon-Sat"	2			
"3700"	370	"MHADA Bus Station(Mulund-E)"	17.00	18.25	"Kelkar College"	17.20	18.46				"Mon-Sat"	2			
"3700"	370	"MHADA Bus Station(Mulund-E)"	19.10	21.25	"Mithaghar"	19.31	21.00				"Mon-Sat"	2			
"3710"	371	"Anushkti Nagar"	6.30	20.45	"Bandra Bus Station(W)"	7.25	20.50	28	35	38	"All Days"	1			
"3731"	"373Ltd"	"Mahul Village"	7.20	23.55	"Vaishali Nagar(Mulund)"	5.55	22.30	16	18	19	"Mon-Sat"	2			
"3731"	"373Ltd"	"Mahul Village"	7.25	23.55	"Vaishali Nagar(Mulund)"	6.00	22.30	23	23	24	"Holiday"	4			
"3731"	"373Ltd"	"Mahul Village"	7.25	23.55	"Vaishali Nagar(Mulund)"	6.00	22.30	20	21	21	"Sunday"	4			
"3741"	"374Ltd"	"Anushakti Nagar"	5.45	21.20	"Goregaon Bus Stn.(E)"	6.30	21.05	22	27	24	"Mon-Sat"	2			
"3741"	"374Ltd"	"Deonar Depot"	5.30		"Goregaon Bus Stn.(E)"	21.36	23.05				"Mon-Sat"	2			
"3741"	"374Ltd"	"Anushakti Nagar"	6.05	21.25	"Goregaon Bus Stn.(E)"	7.30	22.52	25	25	26	"Sun-Hol"	4			
"3741"	"374Ltd"	"Deonar Depot"			"Goregaon Bus Stn.(E)"	23.15					"Sun-Hol"	4			
"3751"	"375Ltd"	"Shivaji Nagar Bus Station"	5.00	23.35	"Bandra Bus Station(W)"	6.00	0.40	16	21	18	"Mon-Sat"	2			
"3751"	"375Ltd"	"Shivaji Nagar Bus Station"	5.25	23.40	"Bandra Bus Station(W)"	6.25	0.45	18	15	17	"Sun-Hol"	4			
"3760"	376	"Shivaji Nagar Bus Station"	6.15	23.10	"Mahim Bus Station"	7.10	0.15	16	21	16	"Mon-Sat"	2			
"3760"	376	"Shivaji Nagar Bus Station"	6.15	23.10	"Mahim Bus Station"	7.10	0.15	18	18	17	"Sun-Hol"	4			
"3770"	377	"Kurla Station(E)"	6.00	22.35	"S.R.A.(Mankhurd)"	6.28	22.05	8	10	9	"Mon-Fri"	2			
"3770"	377	"Kurla Station(E)"	6.00	22.35	"S.R.A.(Mankhurd)"	6.28	21.55	11	14	13	"Sat-Sun"	3			
"3770"	377	"Kurla Station(E)"	6.00	22.35	"S.R.A.(Mankhurd)"	6.28	22.05	10	12	11	"Holiday"	4			
"3780"	378	"Trombay"	6.15	1.30	"Mankhurd Stn."	6.25	1.40	7	11	8	"All Days"	1			
"3790"	379	"Shivaji Nagar Terminus"	6.00	23.35	"Ghatkopar Station(E)"	6.30	0.05	13	15	15	"Mon-Sat"	2			
"3790"	379	"Shivaji Nagar Terminus"	6.00	23.35	"Ghatkopar Station(E)"	6.30	0.05	23	25	19	"Sun-Hol"	4			
"3800"	380	"Trombay"	6.00	21.40	"Amrut Nagar"	6.00	22.40	14	17	20	"Mon-Sat-Hol"	2			
"3800"	380	"Trombay"	22.07		"Ghatkopar Station(E)"						"Mon-Sat-Hol"	2			
"3800"	380	"Anushakti Nagar"			"Ghatkopar Station(E)"	22.50	" "				"Mon-Sat-Hol"	2			
"3800"	380	"Trombay"	6.00	21.40	"Amrut Nagar"	6.25	22.40	19	22	23	"Sunday"	4			
"3800"	380	"Trombay"	22.05		"Ghatkopar Station(E)"						"Sunday"	4			
"3800"	380	"Anushakti Nagar"			"Ghatkopar Station(E)"	22.46	" "				"Sunday"	4			
"3810"	381	"Ghatkopar Rly Station"	5.10	22.45	"TATA Power Station"	5.50	23.30	6	11	8	"Mon-Sat"	2			
"3810"	381	"Ghatkopar Rly Station"	23.08	23.55	"Refineries"	23.45	0.25				"Mon-Sat"	2			
"3810"	381	"Ghatkopar Bus Station"	5.20	22.50	"TATA Power Station"	6.05	23.45	12	12	13	"Sun-Hol"	4			
"3810"	381	"Ghatkopar Bus Station"	23.18	24.15	"Refineries"	23.58	24.55				"Sun-Hol"	4			
"3821"	"382Ltd"	"Anushakti Nagar"	6.25	20.55	"Sahar Cargo Complex"	6.00	22.25	25	20	29	"Mon-Sat"	2			
"3821"	"382Ltd"	"Anushakti Nagar"	21.33		"Saki Naka"	22.40					"Mon-Sat"	2			
"3821"	"382Ltd"	"Deonar Depot"	5.00	6.15	"Sahar Cargo Complex"	" "	" "				"Mon-Sat"	2			
"3821"	"382Ltd"	"Deonar Depot"	6.10	6.35	"Sahar Cargo Complex"	" "		27	28	29	"Sun-Hol"	4			
"3821"	"382Ltd"	"Anushakti Nagar"	6.55	20.45	"Sahar Cargo Complex"	7.10	22.15				"Sun-Hol"	4			
"3830"	383	"Gadkari Quarry"	6.10	22.25	"Shivaji Nagar Bus Station"	5.25	21.35	25	33	27	"Mon-Sat"	2			
"3830"	383	"Chembur Colony"	22.45	23.10	"Shivaji Nagar Bus Station"	22.05	22.35				"Mon-Sat"	2			
"3830"	383	"Gadkari Quarry"	6.15	22.35	"Shivaji Nagar Bus Station"	5.35	21.50	33	33	33	"Sun-Hol"	4			
"3830"	383	"Chembur Colony"	22.55	23.25	"Shivaji Nagar Bus Station"	22.20	22.50				"Sun-Hol"	4			
"3840"	384	"Bandra Depot"	5.15	20.30	"Ghatkopar Bus Station"	6.30	22.15	34	32	35	"Mon-Sat-Hol"	2			
"3840"	384	"Bandra Depot"	5.40	20.30	"Ghatkopar Bus Station"	7.00	22.10	32	32	36	"Sunday"	4			
"3850"	385	"Tardeo Bus Station"	7.09	23.00	"Ghatkopar Depot"	5.47	21.12	22	24	25	"Mon-Sat"	2			
"3850"	385	"Com.P.K.Kurne Chowk"	18.08	20.50	"Ghatkopar Depot"	16.41	19.25				"Mon-Sat"	2			
"3850"	385	"Tardeo Bus Station"	7.36	21.50	"Ghatkopar Depot"	6.03	20.05	23	25	26	"Sun-Hol"	4			
"3850"	385	"Veer Kotwal Udyan"	21.23	23.30	"Ghatkopar Depot"	20.33	22.40				"Sun-Hol"	4			
"3860"	386	"Ghatkopar Station(W)"	6.10	23.40	"Nagbaba Mandir"	5.50	23.19	8	12	10	"Mon-Sat"	2			
"3860"	386	"Ghatkopar Station(W)"	6.18	23.00	"Nagbaba Mandir"	6.00	22.40	12	18	19	"Sunday"	4			
"3870"	387	"Ghatkopar Station(W)"	4.44	1.14	"Park Site Colony"	4.30	0.50	6	7	8	"Mon-Sat"	2			
"3870"	387	"Ghatkopar Station(W)"	4.45	1.04	"Park Site Colony"	4.30	0.50	7	7	7	"Sun-Hol"	4			
"3881"	"388Ltd"	"Kannamwar Nagar No.2"	6.10	21.35	"SEEPZ Bus Stn"	7.35	22.25	33	40	43	"Mon-Fri"	2			
"3881"	"388Ltd"	"Ghatkopar Depot"			"SEEPZ Bus Stn"	23.05	" "				"Mon-Fri"	2			
"3881"	"388Ltd"	"Kannamwar Nagar No.2"	6.35	21.30	"SEEPZ Bus Stn"	8.00	22.20	40	43	44	"Saturday"	3			
"3881"	"388Ltd"	"Kannamwar Nagar No.2"	6.50	21.00	"SEEPZ Bus Stn"	8.15	21.45	45	30	30	"Sun-Hol"	4			
"3894"	"389R"	"Ghatkopar Station(W)"	5.45	24.30	"Barve Nagar(Ghatkopar)"	6.00	24.45	12	12	11	"Mon-Sat"	2			
"3894"	"389R"	"Gharkopar Station(W)"	6.10	23.55	"Barve Nagar(Ghatkopar)"	6.28	0.15	11	12	12	"Sun-Hol"	4			
"3900"	390	"Ghatkopar Stn(W)"	6.00	21.05	"Barve Nagar(Ghatkopar)"	6.14	21.22	15	17	18	"All Days"	1			
"3910"	391	"Mulund Station(W)"	4.50	1.00	"Khindipada"	4.30	24.40	5	5	4	"Mon-Sat"	2			
"3910"	391	"Mulund Station(W)"	4.50	1.00	"Khindipada"	4.30	0.32	7	6	5	"Sunday"	4			
"3910"	391	"Mulund Station(W)"	4.50	1.00	"Khindipada"	4.30	24.32	6	7	6	"Holiday"	4			
"3920"	392	"Vikhroli Depot"	6.05	23.35	"Majas Depot "	5.00	22.15	22	27	23	"Mon-Fri"	2			
"3920"	392	"Vikhroli Depot"	6.05	23.35	"Majas Depot "	5.00	22.15	13	31	22	"Saturday"	3			
"3920"	392	"Vikhroli Depot"	6.35	23.30	"Majas Depot "	5.30	22.15	34	28	30	"Sun-Hol"	4			
"3930"	393	"Ghatkopar Rly.Stn.(E)"	6.53	20.50	"Tilak Nagar Terminus"	6.30	21.12	23	22	25	"Mon-Sat"	2			
"3940"	394	"Vikhroli Station(E)"	6.00	24.05	"Kannamwar Nagar No.2"	5.50	23.53	6	9	6	"Mon-Sat"	2			
"3940"	394	"Vikhroli Station(E)"	6.00	24.00	"Kannamwar Nagar No.2"	5.50	23.50	9	9	9	"Sunday"	4			
"3940"	394	"Vikhroli Station(E)"	6.00	24.05	"Kannamwar Nagar No.2"	5.50	23.53	6	9	6	"Holiday"	4			
"3950"	395	"Santacruz Station(E)"	7.00	22.30	"Bamandaya Pada"	7.50	23.20	30	40	33	"Mon-Sat-Hol"	2			
"3961"	"396Ltd"	"Mulund Bus Station(W)"	5.25	23.20	"Agarkar Chowk"	6.25	0.35	20	21	22	"Mon-Sat"	2			
"3961"	"396Ltd"	"Mulund Bus Station(W)"	5.25	23.20	"Agarkar Chowk"	6.25	0.35	14	10	10	"Sunday"	4			
"3961"	"396Ltd"	"Mulund Bus Station(W)"	5.25	23.20	"Agarkar Chowk"	6.25	0.35	12	14	11	"Holiday"	4			
"3970"	397	"Vikhroli Station(E)"	6.05	24.30	"Kannamwar Nagar Bldg.124"	5.55	24.19	5	7	7	"Mon-Sat"	2			
"3970"	397	"Vikhroli Station(E)"	6.05	24.00	"Kannamwar Nagar Bldg.124"	5.55	23.49	7	11	7	"Sun-Hol"	4			
"3981"	"398Ltd"	"Mulund Bus Stn.(W)"	6.00	0.50	"Dindoshi Bus Stn"	4.55	23.30	14	16	18	"All Days"	1			
"3991"	"399Ltd"	"Trombay"	4.45	20.35	"Marathon Chowk(Thane)"	5.45	19.17	9	10	11	"Mon-Sat"	2			
"3991"	"399Ltd"	"Anushakti Nagar"	21.00	22.00	"Marathon Chowk(Thane)"	19.28	22.30				"Mon-Sat"	2			
"3991"	"399Ltd"	"Trombay"	5.15	20.35	"Marathon Chowk(Thane)"	6.25	18.54	12	13	15	"Sun-Hol"	4			
"3991"	"399Ltd"	"Anushakti Nagar"	21.00	22.00	"Marathon Chowk(Thane)"	19.07	22.25				"Sun-Hol"	4			
"4000"	400	"Borivli Stn(E)"	6.25	22.28	"Samata Nagar"	6.10	22.10	15	15	13	"Mon-Sat-Hol"	2			
"4000"	400	"Borivli Stn.(E)"	6.25	22.28	"Samata Nagar"	6.10	22.10	15	17	18	"Sunday"	4			
"4010"	401	"Mulund Station(W)"	7.10	13.30	"Vaishali Nagar "	7.00	13.43	8		9	"Mon-Sat"	2			
"4010"	401	"Mulund Station(W)"	16.35	21.31	"Vaishali Nagar "	16.50	21.45				"Mon-Sat"	2			
"4020"	402	"Mulund Station(W)"	5.30	24.30	"Vaishali Nagar"	5.15	24.14	5	6	5	"Mon-Sat"	2			
"4020"	402	"Mulund Station(W)"	5.29	0.31	"Vaishali Nagar "	5.15	0.15	18	7	6	"Holiday"	4			
"4020"	402	"Mulund Station(W)"	5.29	0.31	"Vaishali Nagar"	5.15	0.15	7	7	5	"Sunday"	4			
"4031"	"403Ltd"	"MHADA Bus Station(Mulund-E)"	6.30	21.15	"Agarkar Chowk"	7.40	19.35	23	29	23	"Mon-Sat"	2			
"4031"	"403Ltd"	"Gavanpada(Mulund-E)"			"Agarkar Chowk"	19.57	22.55				"Mon-Sat"	2			
"4031"	"403Ltd"	"MHADA Bus Station(Mulund-E)"	6.30	20.15	"Agarkar Chowk"	7.40	18.39	30	28	30	"Sunday"	4			
"4031"	"403Ltd"	"Gavanpada(Mulund-E)"			"Agarkar Chowk"	19.09	21.40				"Sunday"	4			
"4031"	"403Ltd"	"MHADA Bus Station(Mulund-E)"	6.30	20.15	"Agarkar Chowk"	7.40	18.40	19	19	20	"Holiday"	4			
"4031"	"403Ltd"	"Gavanpada(Mulund-E)"			"Agarkar Chowk"	19.00	21.40				"Holiday"	4			
"4040"	404	"Ghatkopar Station(E) "	6.30	23.00	"Shivaji Nagar"	6.05	22.30	21	24	18	"Mon-Sat"	2			
"4040"	404	"Gharkopar Station(E)"	6.30	22.25	"Shivaji Nagar"	6.05	21.55	21	24	21	"Sun-Hol"	4			
"4050"	405	"Mulund Station(W)"	6.20	22.00	"Yogi Hill"	6.00	21.38	21	23	24	"Mon-Sat"	2			
"4050"	405	"Mulund Station(W)"	6.25	21.50	"Yogi Hill"	6.00	21.52	19	19	21	"Sun-Hol"	4			
"4060"	406	"Ghatkopar Stn(E)"	6.30	9.55	"Ghatkopar Rly Police Colony"	6.39	10.05	12	" "	11	"Mon-Sat"	2			
"4060"	406	"Ghatkopar Stn(E)"	16.30	21.00	"Ghatkopar Rly Police Colony"	16.40	21.09				"Mon-Sat"	2			
"4070"	407	"Kelkar College"	7.03	20.20	"Nimkar Society"	6.30	19.45	22	33	24	"All Days"	1			
"4080"	408	"Mahim Bus Station"	6.10	19.28	"Mulund Station(W)"	7.35	21.10	18	18	18	"Mon-Sat"	2			
"4080"	408	"Mahim Bus Station"	6.53	19.18	"Mulund Station(W)"	8.00	20.45	21	20	22	"Sunday"	4			
"4080"	408	"Mahim Bus Station"	6.30	19.10	"Mulund Station(W)"	8.00	20.45	21	20	22	"Holiday"	4			
"4091"	"409Ltd"	"M.P.Chowk(Mulund)"	5.15	22.10	"Sahar Cargo Complex"	6.20	23.35	24	26	28	"Mon-Sat"	2			
"4091"	"409Ltd"	"M.P.Chowk(Mulund)"	5.20	22.15	"Sahar Cargo Complex"	6.20	23.35	38	34	34	"Sunday"	4			
"4091"	"409Ltd"	"M.P.Chowk(Mulund)"	5.25	22.15	"Sahar Cargo Complex"	6.20	23.35	27	30	30	"Holiday"	4			
"4100"	410	"Vikhroli Depot"	5.15	22.00	"Mahakali Caves"	6.05	22.05	28	26	29	"Mon-Sat"	2			
"4100"	410	"Vikhroli Depot"	6.00	22.00	"Mahakali Caves"	6.50	21.26	23	29	35	"Sun-Hol"	4			
"4110"	411	"Wadala Depot"	5.20	22.05	"Sangharsh Nagar"	6.00	23.00	13	23	20	"Mon-Sat"	2			
"4110"	411	"Wadala Depot"	6.35	22.10	"Sangharsh Nagar"	7.20	22.50	20	21	21	"Sun-Hol"	4			
"4120"	412	"Mulund Station(W)"	6.48	22.35	"Lok Nisarg Complex"	6.30	22.51	19	20		"All Days"	1			
"4130"	413	"Santacruz Station(E)"	6.50	21.00	"Kunchi Kurve Nagar"	7.05	21.17	32	22	20	"Mon-Sat"	2			
"4130"	413	"Santacruz Station(E)"	7.10	11.06	"Kunchi Kurve Nagar"	7.26	11.21	18	" "	20	"Sun-Hol"	4			
"4130"	413	"Santacruz Station(E)"	15.52	20.00	"Kunchi Kurve Nagar"	16.08	20.15	" "	" "	" "	"Sun-Hol"	4			
4141	"414Ltd"	"Central Depot"	7.00	21.45	"Majas Depot "	5.50	20.00	21	30	29	"All Days"	1			
"4150"	415	"Agarkar Chowk"	6.00	11.38	"SEEPZ Bus Station"	6.10	11.05	6	8	8	"Mon-Sat"	2			
"4150"	415		16.37	21.59		16.05	22.00				"Mon-Sat"	2			
"4150"	415	"Agarkar Chowk"	6.00	11.34	"SEEP Bus Station"	6.10	11.05	8	12	11	"Holiday"	4			
"4150"	415		16.19	22.05		16.00	22.25				"Holiday"	4			
"4160"	416	"Amrut Nagar"	5.30	0.25	"Ghatkopar Station(W)"	5.42	0.39	4	5	5	"Mon-Sat"	2			
"4160"	416	"Amrut Nagar"	6.15	0.20	"Ghatkopar Station(W)"	6.27	0.32	4	6	4	"Sun-Hol"	4			
"4170"	417	"Park Site Colony"	6.30	22.40	"Surya Nagar"	6.25	22.57	15	14	15	"All Days"	1			
"4190"	419	"Ghatkopar Stn. Rd No.4"	5.50	21.10	"Sangharsh Nagar"	6.30	21.50	23	21	23	"Mon-Sat"	2			
"4190"	419	"Ghatkopar Stn. Rd No.4"	5.50	21.05	"Sangharsh Nagar"	6.30	21.45	28	27	34	"Sun-Hol"	4			
