RouteNo	BusesAM	BusesNoon	BusesPM	RouteType	Depot	FromStop	FirstFrom	LastFrom	ToStop	FirstTo	LastTo	RouteSpan	Runtime7to11	Runtime11to17	Runtime17toEnd	RuntimeNight	HeadwayUpto7	Headway7to11	Headway11to17	Headway17to20	Headway20toLast	ReliefPoint	TravelTime	Schedule
	9	9	10	SD	ANK	Mantralaya	7.00	21.35	Anik Depot	6.00	19.40	20.4	60	100	110		30	23	21	21	20	Anik Depot	 --	HOL
						Chh.Shivaji Terminus	21.30	22.30	Anik Depot	20.05	21.20	18.0												
46	5	5	5	SD	DH	Dharavi Depot 	9.15	21.05	Ferry Wharf	8.08	22.15	16.5	30	58	65	68	20	27	27	29	29	Dharavi Depot 	 ---	FW
						Mahim Machhimar Nagar	4.55	8.50	Ferry Wharf	5.30	7.48	14.7												
48	4	4	4	SD	CND	Ferry Wharf	7.15	20.45	August Kranti Maidan	6.45	21.10	7.2	18	18	19	20	 	22	24	24	24	August Kranti Maidan	15	MS
	3	3	3	SD	CND	Ferry Wharf	7.33	20.45	August Kranti Maidan	6.55	21.00	7.2	38	40	45		26	28	31	32	31	August Kranti Maidan	15	SH
49	TR	IP	S	SD	PR	Swami D.S.Chowk			Nadkarni park	6.30	7.30	10.2					 ---	 ---	 ---	 ---	 ---		 ---	MS
50	6	5	6	SD	WLD	Ferry Wharf	6.30	22.30	Worli Depot	5.40	21.30	13.7	45	60	65		27	23	27	23	25	Worli Depot	 ---	MF
	5	5	5	SD	WLD	Ferry Wharf	6.30	22.30	Worli Depot	5.50	21.30	13.7	45	60	65		25	23	27	23	25	Worli Depot	 ---	SAT
	5	5	5	SD	WLD	Ferry Wharf	6.57	22.25	Worli Depot	6.05	21.20	13.7	45	60	67		25	20	25	23	25	Worli Depot	 ---	SH
51	8	8	8	SD	SD	Colaba Depot	5.15	22.40	Santacruz Depot	4.10	20.50	24.0	55	120	130	135	19	27	30	34	30	Santacruz Depot	 ---	MS
	7	7	7	SD	SD	Colaba Depot	5.15	22.45	Santacruz Depot	4.10	20.45	24.0	55	95	100	115	25	29	28	32	28	Santacruz Depot	 ---	SH
52	7	7	7	SD	DH	Shravan Yeshwante Chowk	6.30	22.30	Dharavi Depot	5.55	21.35	10.7	40	65	68		13	16	17	20	17	Dharavi Depot 	 ---	MF
	6	6	7	SD	DH	Shravan Yeshwante Chowk	6.30	22.25	Dharavi Depot	5.55	21.30	10.7	35	65	68		13	19	18	17	17	Dharavi Depot 	 --	SAT
	5	4	6	SD	DH	Shravan Yeshwante Chowk	6.35	22.15	Dharavi Depot	6.00	21.25	10.7	45	53	60		22	21	30	24	20	Dharavi Depot 	 --	SH
53	5	5	5	SD	WLD	Worli Depot	5.30	21.30	Lokmanya Tilak Terminus	6.15	22.30	15.9	50	 	 	68	 	18	20	20	23	Worli Depot	 ---	MF
	5	5	5	SD	WLD	Worli Depot	5.30	21.30	Lokmanya Tilak Terminus	6.15	22.30	15.9	50	 	60	68	 	18	20	20	23	Worli Depot	 ---	SAT
	5	4	5	SD	WLD	Worli Depot	5.30	21.30	Lokmanya Tilak Terminus	6.15	22.25	15.9	50	55	60		20	17	23	20	25	Worli Depot	 --	SH
54Ltd	8	7	8	SD	SD	Santacruz Depot	6.05	22.40	Colaba Bus Station	7.15	22.35	21.9	65	110			20	20	29	25	25	Santacruz Depot	 --	MS
	8	8	8	SD	SD	Santacruz Depot	6.05	22.35	Colaba Bus Station	7.20	22.57	21.9	80	90	105		25	21	26	25	23	Santacruz Depot	 --	HOL
	8	8	10	SD	SD	Santacruz Depot	6.05	22.40	Colaba Bus Station	7.20	23.00	21.9	80	90	105		25	21	26	23	25	Santacruz Depot	 ---	SUN
55R	3	3	4	SD	WLD	Worli Depot	6.10	21.20	Shravan Yeshwante Chowk	6.35	21.50	14.1	50	56	99		20	31	31	31	31	Worli Depot	 ---	MF
	3	3	3	SD	WLD	Worli Depot			Shravan Yeshwante Chowk															
	3	3	3	SD	WLD	Worli Depot	6.10	21.05	Shravan Yeshwante Chowk	6.25	21.35	14.1	50	65			19	18	23	18	19	Worli Depot	 ---	HOL
56	9	8	9	SD	OSH	Worli Village	6.15	22.50	Yari Road/Vesave Bus Stn.	5.15	21.10	22.3	55	85	95		16	22	25	23	28	Yari Road	30	MS
	8	7	8	SD	OSH	Worli Village	6.25	22.40	Yari Road/Vesave Bus Stn.	5.30	21.00	22.3	50	90	95		25	24	27	28		Yari Road	30	SUN
	8	7	8	SD	OSH	Worli Village	6.35	22.40	Yari Road/Vesave Bus Stn.	5.30	21.00	22.3	60	90	95		25	24	27	25	34	Yari Road	30	HOL
57	11	8	11	SD	WD	Walkeshwar	6.55	22.10	P.Thakre Udyan	6.10	21.10	12.4	47	50	55	65	15	8	11	12	15	P.Thakre Udyan	20	MF
	9	6	8	SD	WD	Walkeshwar	6.55	22.05	P.Thakre Udyan	6.10	21.10	12.4	40	50	60	65	23	12	20	17	20	P.Thakre Udyan	20	SAT
	6	6	6	SD	WD	Kamala Nehru Park	15.07	20.55	P.Thakre Udyan	14.09	19.50	13.8	45	50	55	60	16	17	19	19	21	P.Thakre Udyan	20	SUN
						Walkeshwar	8.05	14.48	P.Thakre Udyan	7.15	13.50	12.4												
						Walkeshwar	21.15	22.15	P.Thakre Udyan	20.11	21.15													
	5	5	5	SD	WD	Walkeshwar	6.40	14.55	P.Thakre Udyan	6.00	13.57	12.4		42	55	60	23	21	23	26	29	P.Thakre Udyan	20	HOL
						Walkeshwar	21.15	22.15	P.Thakre Udyan	20.12	21.15													
						Kamala Nehru Park	15.19	20.47	P.Thakre Udyan	14.21	19.44	13.8												
58	2	2	2	SD	ANK	Kurla Stn(E)	8.51	19.12	Wadala Truck Terminus	9.13	19.34	4.7		22								Kurla Stn(E)	20	MS
						Anik Depot	5.10	8.22	Priyadarshani	5.15	8.27													
59	7	6	7	SD	ANK	Veer Kotwal Udyan	5.00	22.55	Kurla Station(E)	5.45	22.05	10.9	45	49	52	60	16	13	17	16	19	Kurla Station(E)	20	MS
	4	5	7	SD	ANK	Veer Kotwal Udyan	7.38	22.20	Kurla Station(E)	6.55	21.30	10.9	43	45	52		 --	23	18	15	16	Kural Station(E)	20	SH
60	7	6	7	SD	ANK	M.P.Chowk(Mazgaon)	6.20	22.55	Kurla Station(E)	5.35	22.40	15.4	42	51	64	68	22	13	18	20	 	Kurla Station(E)	20	FW
61	8	7	8	SD	BND	Swami D.S.Chowk	 	 	Machchimar Nagar(Mahim)	18.35	19.55	18.3	65	80	95	100	22	28	30	28	25	Machhimar Nagar(Mahim)	15	MS
						Ballard Pier	18.28	19.54	Mahim Bus Station	5.45		18.0												
						Ballard Pier	7.00	18.00	Machchimar Nagar(Mahim)	6.10	18.10	19.0												
						Swami D.S.Chowk	20.20	22.45	Mahim Bus Station	20.20	21.15	17.3												
	6	6	7	SD	BND	Ballard Pier	7.40	17.52	Machchimar Nagar(Mahim)	6.20	19.32	19.0	75	90	95		23	30	28	28	30	Machhimar Nagar(Mahim)	15	HOL
						Swami D.S.Chowk	18.21	22.25	Mahim Bus Station	20.01	21.00	17.3												
	6	6	7	SD	BND	Chh.Shivaji Terminus	7.40	18.07	Machchimar Nagar(Mahim)	6.20	19.42	17.5	80	85	90		32	28	28	27	25	Machhmar Nagar(Mahim)	15	SUN
						Chh.Shivaji Terminus	18.34	22.25	Mahim Bus Station	20.05	21.00	16.5												
62	9	7	9	SD	CND	Central Depot	5.25	21.25	Kurla Station(W)	6.30	23.00	18.7	60	100	105	108	27	22	28	26	26	Central Depot 	 ---	FW
63	15	14	15	SD	ANK	J.Mehta Marg	5.55	20.00	Chunabhatti	5.35	22.05	20.9	60	90	105		12	10	15	13	15	Chunabhatti	20	MS
						Vasantrao Naik Chowk	9.30	23.10	Chunabhatti	8.10	21.50	15.5		75	90									
						J.Mehta Marg	20.26	23.30	Rani Laxmi Chowk	5.05	5.23	19.8	 	 	 									
	12	10	16	SD	ANK	J.Mehta Marg	6.00	23.10	Chunabhatti	5.35	22.05	20.9	75	80	90		15	14	17	12	16	Chunabhatti	20	SH
						J.Mehta Marg			Rani Laxmi Chowk	5.10	5.23	19.8												
	10	5	10	SD	CND	J.Mehta Marg	6.20	21.00	Byculla Stn.(W)	6.00	21.45	8.0	35	40	45	50	12	9	21	10	21	Byculla Stn(W)	15	MS
	4	4	7	SD	CND	J.Mehta Marg	6.30	20.30	Byculla Stn.(W)	7.05	20.10	8.0	30	40	45	50	22	23	14	14	14	Byculla Stn(W)	15	SH
64	5	5	5	SD	PR	Vasantrao Naik Chowk	6.25	6.50	Maheshwari Udyan	5.40	6.00	10.5	45	60	65		20	25	30	30	21	Maheshwari Udyan	20	MF
						Babulnath	7.10	22.20	Masheshwari Udyan	6.20	21.24	12.3												
						Vasantrao Naik Chowk		22.40	Masheshwari Udyan		21.45	10.5												
	5	4	5	SD	PR	Vasantrao Naik Chowk	6.25	22.35	Masheshwari Udyan	5.40	21.40	10.5	45	60	65		20	25	34	35	21	Maheshwari Udyan	20	SAT
						Babulnath	7.10	22.15	Masheshwari Udyan	6.20	21.20	12.3	45	60	65									
						Vasantrao Naik Chowk	22.35		Masheshwari Udyan		21.40	10.5												
	5	5	5	SD	PR	Vasantrao Naik Chowk	 	22.35	Maheshwari Udyan	 	21.40	10.5		 	45	60	28	26	25	26	26	Maheshwari Udyan	20	SH
						Babulnath	7.10	22.15	Maheshwari Udyan	6.20	21.20	12.3												
65	T	RI	PS	SD	ANK	Tardeo Bus Station	7.10	7.25	Anik Depot	6.15	6.30	17.9	55									Anik Depot 	 ---	MS
						Tardeo Bus Station	12.00	12.20	Anik Depot	11.00	11.20	17.9	55	 										
						Tardeo Bus Station	17.20	17.40	Anik Depot	16.20	16.35	17.9	55											
66	25	21	25	SD	DH	Ballard Pier	7.40	20.10	Rani Laxmi Chowk	6.42	18.35	15.6		45	85	90	8	5	7	8	7	Rani Laxmi Chowk	15	MS
						Swami D.S.Chowk	6.15	7.35	Rani Laxmi Chowk	5.25	6.34	14.9		50	85	100								
						Swami D.S.Chowk	20.10	23.25	Rani Laxmi Chowk	18.40	22.50	14.9												
						Colaba Depot 	24.06	1.05	Rani Laxmi Chowk	23.00	24.10	16.1												
	15	22	26	SD	DH	Chh.Shivaji Terminus	6.20	24.10	Rani Laxmi Chowk	5.25	23.15	14.1	50	55	59	68	15	9	10	11	12	Rani Laxmi Chowk	15	SUN
						Pt. Paluskar Chowk	9.06	21.55	Rani Laxmi Chowk	8.16	21.06	16.1												
						Colaba Depot 	0.25	1.00	Rani Laxmi Chowk	23.31	24.05	16.1												
	20	19	26	SD	DH	Swami D.S.Chowk	6.20	0.10	Rani Laxmi Chowk	5.25	23.15	14.9	50	55	65		15	7	8	6	12	Rani Laxmi Chowk	15	HOL
						Colaba Depot	0.25	1.00	Rani Laxmi Chowk	23.31	24.05	16.1												
67	11	10	11	SD	PR	Walkeshwar	5.40	22.25	Antop Hill	4.45	20.45	19.2	50	85	90	100	25	17	17	18	18	Antop Hill	20	MS
						Mumbai Central Depot	22.25	23.10	Antop Hill	21.11	22.05	15.1												
	9	10	12	SD	PR	Kamala Nehru Park	8.50	21.22	Antop Hill	7.40	19.47	20.6	55	80	90		30	23	17	16	18	Antop Hill	20	SH
						Walkeshwar	6.40	8.20	Antop Hill	5.45	7.15	19.2												
						Walkeshwar	21.38	22.10	Antop Hill	20.05	20.40	19.2												
						Mumbai Central Depot	22.05	23.10	Antop Hill	21.00	22.00	15.1												
68	7	6	7	SD	WLD	Navy Nagar	6.30	21.55	Worli Depot 	6.00	20.15	19.2	75	100	105		22	28	30	31	31	Worli Depot	 --	MF
						Dr.S.P.Mukherji Chowk	11.45	16.15		10.15	14.45													
	6	5	6	SD	WLD	Navy Nagar	6.30	21.53	Worli Depot 	6.00	20.15	19.2	75	100	105		22	28	30	31	31	Worli Depot	 --	SAT
	5	5	5	SD	WLD	Navy Nagar	6.30	21.40	Worli Depot	6.25	20.15	19.2	75	95	100		30	33	36	40	42	Worli Depot	 --	SH
69	10	9	9	SD	WD	Dr.S.P.Mukherji Chowk	6.00	23.40	P.Thakre Udyan	5.15	23.00	12.6	40	52	65	70	25	10	15	15	15	P.Thakre Udyan	20	MS
	8	8	8	SD	WD	Dr.S.P.Mukherji Chowk	6.35	23.40	P.Thakre Udyan	5.50	22.50	12.6	40	60	65		11	16	17	17	15	P.Thakre Udyan	20	SUN
	8	8	8	SD	WD	Dr.S.P.Mukherji Chowk	6.00	23.40	P.Thakre Udyan	5.15	22.50		40	60	65		11	16	17	17	15	P.Thakre Udyan	20	HOL
70	6	5	6	SD	DH	Colaba Depot	7.10	22.50	Dharavi Depot	6.15	21.15	19.1	55	90	100		18	25	25	30	30	Dharavi Depot 	 ----	MS
	5	5	6	SD	DH	Colaba Depot	6.55	22.00	Dharavi Depot	5.55	20.35	19.1	60	65	85		28	23	30	30	30	Dharavi Depot 	 ---	SH
71	TR	IP	S	SD	WLD	Byculla Station(W)	6.30	6.50	R.G.Gadkari Chowk	12.50	13.00	5.6					T	R	I	P	S			MS
							7.10
12.15			15.40	18.00
16.48	5.6												
74	4	4	4	SD	BND	Dr.S.P.Mukherji Chowk	7.45	20.35	Mahim Bus Stn.	6.40	19.00	15.8	55	 	85	90	 ---	31	36	38		Mahim Bus Station.	10	MS
75	3	3	3	SD	DHD	Antop Hill	6.50	22.50	Tata Colony(Bandra)	6.00	21.56	9.7	50	55			35	35	35	38	38	Dharavi Depot 	 ---	MF
	2	3	3	SD	DHD	Antop Hill	6.50	22.45	Tata Colony(Bandra)	6.00	21.40	9.7	50	55			52	52	34	38	38	Dharavi Depot	 ---	SAT/SH
76	8	7	8	SD	DH	Mantralaya	8.10	21.45	Dharavi Depot	6.50	19.54	20.0	75	90	100	105	23	23	27	30	31	Dharavi Depot 	 --	MF
						Pt. Paluskar Chowk	6.20		Dharavi Depot	5.30		16.5												
						Pt. Paluskar Chowk	21.50	22.20	Dharavi Depot	20.25	21.00	16.5												
	7	6	7	SD	DH	Mantralaya	8.10	21.40	Dharavi Depot	6.50	19.48	20.0	75	90	100	105	29	35	35	30	31	Dharavi Depot	 --	SAT
						Pt. Paluskar Chowk	7.25		Dharavi Depot	6.30		16.5												
					 	Pt. Paluskar Chowk	21.45	22.15	Dharavi Depot	20.19	20.55	16.5												
 	6	6	7	SD	DH	Pt. Paluskar Chowk	8.05	21.55	Dharavi Depot	7.00	20.35	16.5	60	75	85			24	27	25	28	Dharavi Depot	 ---	SUN
77	3	3	3	SD	WD	P.Thakre Udyan	7.30	21.05	J.Mehta Marg	8.35	21.55	10.9	 	60	65			42	45	 	 	P.Thakre Udyan	20	FW
79	17	12	16	SD	GRD	Mahim Bus Stn.	6.50	23.05	P.Thakre Nagar Bus Station.	5.35	21.30	23.6	70	80	100		18	12	17	14	15	P.Thakre Nagar Bus Station	10	MS
						Santacruz Depot	6.00		P.Thakre Nagar Bus Station	5.05		18.4												 
						Santacruz Depot	13.19	16.41	P.Thakre Nagar Bus Station	11.34	14.56	18.4												
	10	10	12	SD	GRD	Mahim Bus Stn.	6.45	23.05	P.Thakre Nagar Bus Station.	5.30	21.35	23.6	70	90	95	 	20	19	16	17	17	P.Thakre Nagar Bus Station	10	SH
						Santacruz Depot	6.10		P.Thakre Nagar Bus Station	5.15		18.4												 
80Ltd	8	7	7	SD	SD	Babulnath	7.50	20.45	J.V.PD.Bus Stn.	6.25	19.50	22.2	75	95	700		20	25	25	26	26	J.V.P.D.Bus Station	25	MS
	7	7	8	SD	SD	Babulnath	7.50	21.35	J.V.PD.Bus Stn.	6.40	20.05	22.2	64	85	100		25	24	26	26		J.V.P.D.Bus Station	25	SH
						Kamala Nehru Park	15.18	19.39	J.V.PD.Bus Stn.	13.48	17.54	24.3												
81Ltd	7	7	7	SD	SD	Mantralaya	8.45	11.40	Shastri Nagar	7.10	9.55	23.3	90	100	105			25	26	27	30	Shastri Nagar	10	MS
						Mantralaya	16.06	18.18	Shastri Nagar	14.16	16.28	23.3												
						Chh.Shivaji Terminus	12.10	15.35	Shastri Nagar	10.30	13.50	20.9												
						Chh.Shivaji Terminus	18.44	21.35	Shastri Nagar	16.54	20.00	20.9												
	5	5	5	SD	SD	Chh.Shivaji Terminus	8.45	21.35	Santacruz Depot	7.10	20.00	21.5	90	95	 			38	40	38	38	Santacruz Depot	 ---	OH
	4	5	5	SD	SD	Chh.Shivaji Terminus	10.35	21.40	Santacruz Depot	9.00	20.05	21.5	90	95				38	40			Santacruz Depot	 ---	SUN
82	6	5	6	SD	WLD	Mantralaya	8.35	21.15	Worli Depot	7.45	20.05	11.7	50	55	65		28	19	23	23	23	Worli Depot	 ---	MS
						Pt. Paluskar Chowk	6.55	8.15	Worli Depot	6.27	7.30	8.2												
	2	3	3	SD	WLD	Mantralaya	7.45	21.10	Worli Depot	7.00	20.15	8.2	45	50	55		 	45	35	29	28	Worli Depot 	 ----	SUN
	4	4	6	SD	WLD	Mantralaya	8.58	19.00	Worli Depot	8.05	18.00	11.7	45	50	55		26	21	26	19	 ---	Worli Depot	 ----	HOL
						Pt. Paluskar Chowk	7.58	8.26	Worli Depot	7.15	7.40	8.2												
						Pt. Paluskar Chowk	19.15	21.05	Worli Depot	18.19	20.20	8.2												
83	14	14	14	SD	SD	Santacruz Depot	5.45	19.30	Colaba Bus Station	6.50	21.40		70	110	120		15	13	17	18	20	Santacruz Depot	 ---	MS
						Santacruz Depot	5.30		Dr.S.P.M.Chk.	6.35														
						Santacruz Depot	19.45	22.30	Pt.Paluskar Chowk	21.10	23.35													
	10	8	10	SD	SD	Colaba Bus Station	6.55	21.15	Santacruz Depot	5.50	19.35	23.6	60	90	95		17	18	24	20	25	Santacruz Depot 	 ----	SH
						Pt. Paluskar Chowk	21.10	23.25	Santacruz Depot	19.55	22.30	17.1												
84Ltd	10	10	10	SD	OSH	Pt. Paluskar Chowk	8.00	17.36	Andheri Station(W)	6.55	19.20	21.0	60	90	95			16	19	20		Andheri Station(W)	25	MS
						Pt. Paluskar Chowk	17.56	21.00	Oshiwara Depot			26.1												
	10	10	11	SD	OSH	Pt. Paluskar Chowk	8.35	20.45	Oshiwara Depot	7.00	19.00	26.1	90	95	100		 ---	20	20	19		Oshiwara Depot 	 --	SH
85	10	8	12	SD	ANK	Hutatma Chowk	7.10	8.40	Kurla Station(E)	6.00	7.15	22.2	65	80	100	105	25	17	25	18	18	Kurla Station(E)	20	MS
						World Trade Centre	9.00	10.40	Kurla Station(E)	7.35	8.55	25.2												
						Hutatma Chowk	11.07	22.05	Kurla Station(E)	9.22	20.35	22.2												
	2	2	0	SD	ANK	World Trade Centre	10.05	10.55	Chunabhatti	8.30	9.20	22.4	85	90			 	40	 ---	 ---	 ---	Chunabhatti	20	MS
						Hutatma Chowk	 		Chunabhatti	11.40	12.35	19.4												
	9	9	10	SD	ANK	Hutatma Chowk	7.05	22.05	Kurla Stn(E)	6.00	20.35		60	85	90		22	24	25	18	18	Kurla Station(E)	20	SUN
						Hutatma Chowk	9.15	11.45	Chunabhatti	8.00	13.00													
	12	11	12	SD	ANK	Hutatma Chowk	7.05	22.00	Kurla Station(E)	6.00	20.30	22.2	60	85	90		19	18	16	16	17	Kurla Station(E)	20	HOL
	 	 	 	 	 	Hutatma Chowk	9.15	11.42	Chunabhatti	8.00	13.00	19.4	70				36	40				Chunabhatti	20	
86	8	8	8	SD	BND	Backbay Depot	6.15	12.10	Bandra Bus Station	6.00	10.15	27.4	80	100	110		19	25	25	25	 	Bandra Bus Station	 ---	MS
						Backbay Depot	16.05	20.20	Bandra Bus Station	14.10	21.05	27.4	80	100	110		19	21	23	23		Bandra Bus Station	 ---	
						Backbay Depot	20.40	22.45	Mahim Bus Station	5.25	6.40													
						Dr.S.P.Mukherji Chowk	12.25	15.49	Bandra Bus Station	10.40	14.05	23.3	80	100	110		19	21	23	23		Bandra Bus Station	 ---	
	7	8	8	SD	BND	Backbay Depot	6.35	20.05	Bandra Bus Station	6.35	19.50	27.4	65	95	105			23	25	25		Bandra Bus Station	 ---	SUN
						Backbay Depot			Mahim Bus Station	5.35	6.18													
	8	8	8	SD	BND	Backbay Depot	6.35	20.05	Bandra Bus Station	6.00	19.45	27.4	65	95	105		20	25	25	21		Bandra Bus Station	 ---	HOL
						Backbay Depot	20.27	21.35	Mahim Bus Station	5.45	6.40	21.0												
87Ltd	9	7	9	SD	DH	Mantralaya	9.00	10.50	Bandra Colony Bus Stn	7.40	9.20	20.1	75	100	 	 	 ---	15	 	30	 	Bandra Colony Bus Stn	20	MF
						Mantralaya	17.25	19.05	Bandra Colony Bus Stn	15.40	17.23	20.1												
						Vasantrao Naik Chowk	7.40	8.17	Bandra Colony Bus Stn	6.45	7.22	13.8												
						Vasantrao Naik Chowk	10.58	16.42	Bandra Colony Bus Stn	9.55	15.30	13.8	50	58	75		17	22	20	 ---	 ---			
						Vasantrao Naik Chowk	19.15	22.20	Bandra Colony Bus Stn	17.50	21.20	13.8												
	7	6	8	SD	DH	Mantralaya	9.00	10.45	Bandra Colony Bus Stn	7.40	9.15	20.1	75	100				20	30			Bandra Colony Bus Stn	20	SAT
						Mantralaya	17.20	19.00	Bandra Colony Bus Stn	15.35	17.05	20.1												
						Vasantrao Naik Chowk	7.45	8.10	Bandra Colony Bus Stn	6.50	7.15	13.8	50	58	75		25	26	30					
						Vasantrao Naik Chowk	10.58	16.35	Bandra Colony Bus Stn	9.55	15.25	13.8												
						Vasantrao Naik Chowk	19.00	22.15	Bandra Colony Bus Stn	17.35	21.15	13.8												
	5	5	6	SD	DH	Pt. Paluskar Chowk	8.05	22.05	Bandra Colony Bus Stn	7.15	21.00	15.1	47	50	62	67	21	26	24	25		Bandra Colony Bus Stn	20	SH
88	14	13	14	SD	PRD	Hutatma Chowk	6.30	8.17	Prateeksha Nagar Depot	5.30	6.48	21.8	90	105	110		27	15	17	17	 	Prateeksha Nagar Depot	 ----	MF
						Hutatma Chowk	20.30	22.05	Prateeksha Nagar Depot	18.35	20.20	21.8												
						Mantralaya	8.40	20.15	Prateeksha Nagar Depot	7.05	18.20	23.2												
	10	10	10	SD	PRD	Mantralaya	8.40	20.00	Prateeksha Nagar Depot	7.05	18.05	23.2	90	105	110		19	30	28	29	32	Prateeksha Nagar Depot	 ---	SAT
						Hutatma Chowk	20.25	22.00	Prateeksha Nagar Depot	18.35	20.15	21.8												
						Hutatma Chowk	6.30	8.17	Prateeksha Nagar Depot	5.30	6.48	21.8												
	8	9	9	SD	PRD	Hutatma Chowk	8.50	19.50	Prateeksha Nagar Depot	7.30	18.15	21.8	75	85	90		 ---	22	20	20	21	Prateeksha Nagar Depot	 ----	SH
						Pt. Paluskar Chowk	19.55	21.55	Prateeksha Nagar Depot	18.37	20.45	18.6												
	0	0	3	SD	PRD	Com.P.K.Kurne Chowk	16.05	19.25	Prateeksha Nagar Depot	15.05	18.25	10.5	55											
89	6	5	6	SD	WLD	Mantralaya	7.50	21.10	Worli Depot	7.00	20.20	11.6	50	55	65		30	17	23	20	20	Worli Depot 	 ---	MF
						Pt. Paluskar Chowk	7.00	 	Worli Depot	6.30	 	8.1												
	6	5	5	SD	WLD	Mantralaya	7.50	21.25	Worli Depot	7.00	20.20	11.6	50	55	65	 	 ---	21	23	23	23	Worli Depot 	 ---	SAT
	3	3	4	SD	WLD	Mantralaya	8.45	20.00	Worli Depot	8.05	19.20	11.6	38	40	42			27	29	23	20	Worli Depot 	 ---	HOL
						Pt. Paluskar Chowk	20.25	20.45	Worli Depot	19.45	20.05	8.1												
91Ltd	8	7	8	SD	CND	Mumbai Central Depot	6.20	20.50	Kurla Station(W)	7.35	22.25	22.6	70	95	105	110	20	22	24	27		Mumbai Central Depot 	 ---	MS
	8	7	8	SD	CND	Mumbai Central Depot	7.25	20.40	Kurla Station(W)	8.50	22.25	22.6	80	85	95		21	22	25	26	25	Mumbai Central Depot 	 ----	SH
92Ltd	8	7	8	SD	DNR	Pt. Paluskar Chowk	7.15	8.13	Anushakti Nagar			23.7	115	125	135	 	 	20	28	32	34	Anushakti Nagar	10	MS&HOL
						Pt. Paluskar Chowk	 	 	Deonar Depot	6.05	6.45	23.7												
						World Trade Centre	8.50	11.54	Anushakti Nagar	6.55	9.44	29.8												
						Vasantrao Naik Chowk	11.53	16.10	Anushakti Nagar	10.13	14.30	 												
						World Trade Centre	16.25	19.50	Anushakti Nagar	14.15	17.45	29.8												
						Pt. Paluskar Chowk	20.40	22.25	Anushakti Nagar	18.23	20.55	23.7												
	5	6	6	SD	DNR	Pt. Paluskar Chowk	8.15	22.25	Anushakti Nagar	7.00	21.25	23.7	70	80	90		  	28	32	29	26	Anushakti Nagar	10	SUN
						Pt. Paluskar Chowk	22.50		Deonar Depot			22.5												
93 Ltd	9	8	9	SD	DNR	Pt. Paluskar Chowk	7.20	8.10	Govandi Bus Station	6.15	6.45	25.9	90	100	115	 	 	18	31	26		Govandi Bus Station	20	MS&HOL
						Mantralaya	8.35	11.50	Govandi Bus Station	7.00	9.50	25.9					 	23	24					
						Mantralaya	16.20	19.30	Govandi Bus Station	14.20	17.55	21.2												
						Pt. Paluskar Chowk	12.10	15.50	Govandi Bus Station	10.20	14.00													
						Pt. Paluskar Chowk			Govandi Bus Station	18.25	21.10	22.4												
						Pt. Paluskar Chowk	20.35	22.40	Deonar Depot			21.2												
	5	6	6	SD	DNR	Babulnath	8.00	22.40	Anushakti Nagar	6.45	21.10	22.4	70	80	90		30	34	28	31	 ---	Anushakti Nagar	10	SUN
100R	5	5	5	MD	BBD	Ahilyabai Holkar Chowk	8.30	19.00	Free Press Journal	8.38	19.09	3.3	15	18	 		 	4	6	4		Mantralaya	20	MF
	5	5	5	MD	BBD	Ahilyabai Holkar Chowk	8.30	18.10	Free Press Journal	8.36	18.18		13	16			 	4	4	4		Mantralaya	20	SAT
101	5	5	5	SD	CD	Electric House	6.20	22.30	Walkeshwar	6.50	23.25	10.5	40	59	65		 	24	22	24	23	Colaba Depot	 ---	MF
	5	5	5	SD	CD	Electric House	6.20	22.30	Walkeshwar	6.50	23.25	10.5	40	48	59	65		28	20	25	27	Colaba Depot	 ---	SAT
	5	5	5	SD	CD	Electric House	6.10	22.55	Walkeshwar	6.45	23.40	10.5	32	44	54		13	15	19	19	21	Colaba Depot	 ---	HOL
103	15	15	15	SD	CD	R.C.Church	6.00	22.05	Kamala Nehru Park	6.15	22.40	14.4	47	75	80		15	10	10	11	11	Colaba Depot/R.C.Church	15	MF
						Colaba Depot	5.33	5.51	Kamala Nehru Park		23.05													
						R.C.Church	19.50	21.50	Walkeshwar	21.05	 													
						R.C.Church	22.25	23.15	Mahatma Phule Market	22.50	23.40	6.8												
	14	14	14	SD	CD	R.C.Church	6.00	22.05	Kamala Nehru Park	6.15	22.45	14.4	47	68	73	77	20	9	9	11	15	R.C.Church/Colaba Depot 	15	SAT
						Colaba Depot	5.33	5.51	Kamala Nehru Park	21.06	23.05													
						R.C.Church	19.35	21.35	Walkeshwar	21.00														
						R.C.Church	22.25	23.15	M.Phule Market	22.50	23.40	6.8												
	9	10	11	SD	CD	R.C.Church	6.10	20.30	Kamala Nehru Park	6.00	21.40	14.4	50	60	70		16	11	13	11	21	R.C.Church	15	SUN
						Colaba Depot	5.20	6.05	Kamala Nehru Park															
						R.C.Church	20.45	22.10	Walkeshwar	21.50	22.15	13.0												
						R.C.Church	21.55	0.06	Mahatma Phule Market	22.20	23.40	6.8												
	9	10	11	SD	CD	R.C.Church	6.00	20.30	Kamala Nehru Park	6.15	21.40	14.4	45	60	65		15	10	11	10	13	R.C.Church	15	HOL
						Colaba Bus Station	5.15	5.30	Kamala Nehru Park			12.6												
						R.C.Church	20.31	21.15	Walkeshwar	21.40	22.20	13.0												
